gene_name,log2FC_E12.5,log2FC_E14.5,log2FC_E17.5,log2FC_P0
1700044C05Rik,0.0,-0.000152473435064762,0.0,0.0
1700044K03Rik,0.0,0.0,0.0,0.0
1700045H11Rik,0.0,0.0,0.0,0.0026458974944209585
1700046C09Rik,0.0,0.0,0.0,0.0
1700047A11Rik,-0.004984751204869854,0.0143581871654033,0.0,0.007020351123910199
1700047E10Rik,0.0,0.002800405633083825,0.0,0.002826280129323535
1700047G03Rik,0.0,0.0,0.0,0.0027750705177444473
1700047I17Rik2,0.0,0.0,0.0,0.0
1700047L14Rik,0.0,0.0,0.0,0.0
1700047M11Rik,0.022788269370559795,0.010487744895817252,-0.01808331432469288,0.028050659939591396
1700048M11Rik,0.1027083085130068,0.17524710705084498,-0.05394852692371701,0.14810656076661427
1700048O20Rik,-0.0567271509953489,-0.02696257138285511,0.1619352996280412,0.13568563797613786
1700049E15Rik,0.0,1.5312273611792896e-05,0.0,0.0
1700049E22Rik,0.0,0.0,0.0,0.0
1700049G17Rik,-0.254707823889571,-0.11021276298435244,0.06806873992054475,0.09481773689417625
1700049L16Rik,0.0,-0.007790896254754983,0.0,0.0
1700051A21Rik,0.009126031748219448,0.06054063622977429,0.01097085371561397,-0.06317195060238805
1700052I22Rik,0.0,-0.0038810212923674836,0.0,0.0
1700052K11Rik,-0.45513510991581246,-0.11699441794051571,-0.1417455750622236,-0.04971484639504743
1700052N19Rik,0.0738891166827669,-0.33812036636385795,-0.26343939025355545,0.02982466189749032
1700054A03Rik,-0.015153109608809974,0.0009103571578918281,0.02445528317069746,0.020809653232016532
1700054K19Rik,0.0,0.0,0.0,0.0
1700054M17Rik,0.0,-0.004277196584358981,0.007265810141387705,-0.016091106604505568
1700054O13Rik,0.028865437769205242,0.00024370185692673528,-0.012107428570053222,0.00035611114097342395
1700055C04Rik,0.0,0.0,0.0,0.0
